success,timestamp,pair,buy_dex,sell_dex,trade_size_usd,profit_usd,profit_pct,gas_paid,capital_after
True,2025-08-01 00:10:00+00:00,MATIC/ETH,pancakeswap,uniswap_v3,5000,11.861335812599464,0.2372267162519893,10.902019956182352,15011.861335812599
True,2025-08-01 03:45:00+00:00,AAVE/USDT,pancakeswap,sushiswap,5000,16.636575274745155,0.3327315054949031,14.230627709499828,15028.497911087343
True,2025-08-01 05:45:00+00:00,ETH/USDC,sushiswap,pancakeswap,5000,45.78935697265388,0.9157871394530775,9.262217322645897,15074.287268059998
True,2025-08-01 08:10:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,10.291205205800907,0.20582410411601812,17.627750219871466,15084.5784732658
True,2025-08-01 13:20:00+00:00,MATIC/USDT,uniswap_v3,pancakeswap,5000,17.17272903232424,0.3434545806464848,14.285628686105795,15101.751202298125
True,2025-08-01 16:05:00+00:00,LINK/ETH,sushiswap,pancakeswap,5000,12.56453282045095,0.251290656409019,19.28521056780197,15114.315735118576
True,2025-08-01 19:20:00+00:00,ETH/USDC,pancakeswap,sushiswap,5000,22.749982794402058,0.45499965588804114,13.64762389580696,15137.065717912978
True,2025-08-01 20:50:00+00:00,UNI/ETH,sushiswap,pancakeswap,5000,17.87122423789424,0.35742448475788474,10.456753082661473,15154.93694215087
True,2025-08-02 00:00:00+00:00,ETH/USDT,sushiswap,pancakeswap,5000,20.961930303915324,0.41923860607830643,9.843152488569661,15175.898872454785
True,2025-08-02 02:30:00+00:00,ETH/DAI,pancakeswap,sushiswap,5000,25.682778618649536,0.5136555723729906,11.97964171570959,15201.581651073435
True,2025-08-02 09:10:00+00:00,UNI/ETH,pancakeswap,sushiswap,5000,26.186027738909615,0.5237205547781923,18.446890258098648,15227.767678812344
True,2025-08-02 13:55:00+00:00,AAVE/ETH,sushiswap,pancakeswap,5000,46.61886586946366,0.9323773173892732,12.387077518713317,15274.386544681809
True,2025-08-02 14:05:00+00:00,ETH/USDT,pancakeswap,sushiswap,5000,16.74677370119025,0.33493547402380497,7.674988984735279,15291.133318383
True,2025-08-02 15:55:00+00:00,UNI/ETH,sushiswap,pancakeswap,5000,34.21938284727912,0.6843876569455825,6.009887888669195,15325.352701230278
True,2025-08-02 16:00:00+00:00,ETH/DAI,pancakeswap,curve,5000,16.853368451886126,0.3370673690377225,28.00706372178526,15342.206069682165
True,2025-08-02 21:25:00+00:00,LINK/USDT,sushiswap,pancakeswap,5000,12.203270649506521,0.2440654129901304,8.448341791721786,15354.409340331671
True,2025-08-02 23:30:00+00:00,ETH/DAI,pancakeswap,sushiswap,5000,14.790277365086695,0.2958055473017339,7.032851799941924,15369.199617696759
True,2025-08-02 23:45:00+00:00,LINK/ETH,pancakeswap,sushiswap,5000,12.139659441222648,0.24279318882445294,19.1144945991593,15381.33927713798
True,2025-08-03 02:00:00+00:00,AAVE/USDT,pancakeswap,sushiswap,5000,12.791615026289037,0.25583230052578076,7.466050114136269,15394.13089216427
True,2025-08-03 05:10:00+00:00,BTC/ETH,uniswap_v3,pancakeswap,5000,25.22592635748242,0.5045185271496484,9.270492339865754,15419.356818521752
True,2025-08-03 06:00:00+00:00,AAVE/USDT,sushiswap,pancakeswap,5000,18.73243573270338,0.3746487146540676,5.821604126460467,15438.089254254455
True,2025-08-03 12:05:00+00:00,UNI/USDT,sushiswap,pancakeswap,5000,16.6900395863604,0.333800791727208,15.873078520942137,15454.779293840817
True,2025-08-03 12:35:00+00:00,UNI/USDT,pancakeswap,curve,5000,21.747048230037763,0.43494096460075526,10.52553558097239,15476.526342070854
True,2025-08-03 16:40:00+00:00,BTC/ETH,pancakeswap,curve,5000,25.807933656343266,0.5161586731268654,12.88101085975812,15502.334275727197
True,2025-08-03 16:55:00+00:00,LINK/ETH,pancakeswap,sushiswap,5000,19.3950232774705,0.38790046554941,6.585126243310486,15521.729299004666
True,2025-08-03 19:35:00+00:00,MATIC/ETH,sushiswap,uniswap_v3,5000,12.432812914332317,0.24865625828664634,23.20681131907051,15534.162111918999
True,2025-08-03 19:45:00+00:00,ETH/USDC,sushiswap,pancakeswap,5000,34.08514439584087,0.6817028879168174,16.498393468823274,15568.24725631484
True,2025-08-03 21:10:00+00:00,AAVE/ETH,sushiswap,pancakeswap,5000,14.738423808888001,0.29476847617776003,9.601456420621961,15582.98568012373
True,2025-08-03 21:10:00+00:00,ETH/DAI,pancakeswap,sushiswap,5000,16.589519904281588,0.33179039808563177,13.668640780716656,15599.575200028012
True,2025-08-04 01:00:00+00:00,ETH/USDT,pancakeswap,sushiswap,5000,23.43022523662421,0.46860450473248416,7.150219652712153,15623.005425264637
True,2025-08-04 03:05:00+00:00,MATIC/USDT,sushiswap,pancakeswap,5000,44.385961602013595,0.8877192320402719,5.377890674426724,15667.39138686665
True,2025-08-04 05:05:00+00:00,AAVE/ETH,sushiswap,pancakeswap,5000,19.22625843825608,0.38452516876512166,10.214851621767163,15686.617645304905
True,2025-08-04 07:05:00+00:00,MATIC/USDT,sushiswap,pancakeswap,5000,36.50404088873438,0.7300808177746876,10.148334564514872,15723.12168619364
True,2025-08-04 10:45:00+00:00,BTC/ETH,pancakeswap,sushiswap,5000,17.86990802618857,0.3573981605237714,7.209245615348539,15740.991594219828
True,2025-08-04 12:05:00+00:00,BTC/ETH,sushiswap,pancakeswap,5000,16.443398550396523,0.32886797100793047,11.799019873830632,15757.434992770224
True,2025-08-04 15:20:00+00:00,ETH/DAI,pancakeswap,sushiswap,5000,13.658377999192453,0.27316755998384906,17.74415270749234,15771.093370769417
True,2025-08-04 18:15:00+00:00,BTC/ETH,uniswap_v3,pancakeswap,5000,10.857758364772963,0.21715516729545925,8.142819950933818,15781.95112913419
True,2025-08-04 18:15:00+00:00,UNI/USDT,pancakeswap,sushiswap,5000,11.18900617606505,0.223780123521301,17.164995553227996,15793.140135310256
True,2025-08-04 18:45:00+00:00,UNI/USDT,pancakeswap,sushiswap,5000,11.760350864958127,0.23520701729916252,10.815446566857272,15804.900486175215
True,2025-08-05 01:25:00+00:00,ETH/USDC,sushiswap,pancakeswap,5000,13.806108840294655,0.2761221768058931,11.280596156631644,15818.706595015508
True,2025-08-05 05:35:00+00:00,LINK/USDT,pancakeswap,uniswap_v3,5000,28.124387004568234,0.5624877400913647,16.400993137450783,15846.830982020077
True,2025-08-05 10:25:00+00:00,LINK/USDT,curve,pancakeswap,5000,22.049984776138444,0.4409996955227689,21.027535985911992,15868.880966796216
True,2025-08-05 11:40:00+00:00,ETH/USDT,pancakeswap,uniswap_v3,5000,12.02519712006324,0.24050394240126477,19.583356806810784,15880.90616391628
True,2025-08-05 12:25:00+00:00,LINK/USDT,curve,pancakeswap,5000,12.350174467636862,0.24700348935273722,25.578240205149715,15893.256338383915
True,2025-08-05 12:50:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,22.33438187946558,0.44668763758931157,17.92320606734528,15915.59072026338
True,2025-08-05 16:00:00+00:00,BTC/ETH,pancakeswap,uniswap_v3,5000,10.371239797358612,0.20742479594717225,7.088099398769808,15925.96196006074
True,2025-08-05 16:55:00+00:00,MATIC/ETH,uniswap_v3,pancakeswap,5000,33.732225696206115,0.6746445139241223,6.721265168130223,15959.694185756947
True,2025-08-05 19:20:00+00:00,AAVE/USDT,pancakeswap,sushiswap,5000,14.763369059127399,0.29526738118254797,15.792488571808446,15974.457554816076
True,2025-08-05 21:05:00+00:00,MATIC/USDT,pancakeswap,sushiswap,5000,13.79070471999512,0.2758140943999024,7.962796480970854,15988.24825953607
True,2025-08-05 22:00:00+00:00,MATIC/USDT,pancakeswap,sushiswap,5000,25.502079637589304,0.5100415927517861,6.607952659267935,16013.75033917366
True,2025-08-05 23:10:00+00:00,MATIC/USDT,uniswap_v3,pancakeswap,5000,29.93300364236711,0.5986600728473422,12.516645192474298,16043.683342816028
True,2025-08-06 03:30:00+00:00,ETH/DAI,curve,pancakeswap,5000,18.78435705526954,0.37568714110539075,13.86448971345148,16062.467699871297
True,2025-08-06 09:50:00+00:00,UNI/USDT,sushiswap,pancakeswap,5000,26.886404068667616,0.5377280813733523,6.71857790045374,16089.354103939964
True,2025-08-06 10:05:00+00:00,MATIC/ETH,sushiswap,pancakeswap,5000,12.404608463212753,0.24809216926425506,6.384730628544553,16101.758712403178
True,2025-08-06 10:15:00+00:00,UNI/USDT,pancakeswap,sushiswap,5000,12.141576112580879,0.24283152225161755,17.335556369827362,16113.900288515759
True,2025-08-06 11:10:00+00:00,AAVE/USDT,uniswap_v3,pancakeswap,5000,12.915058528413283,0.2583011705682656,5.363329424464557,16126.815347044172
True,2025-08-06 12:15:00+00:00,LINK/ETH,uniswap_v3,pancakeswap,5000,15.47035764814791,0.30940715296295823,13.229910930164191,16142.28570469232
True,2025-08-06 14:00:00+00:00,AAVE/ETH,curve,pancakeswap,5000,16.659264753080606,0.3331852950616121,23.76494764752172,16158.944969445402
True,2025-08-06 14:30:00+00:00,ETH/USDC,pancakeswap,sushiswap,5000,40.55743574308417,0.8111487148616835,12.959711189754236,16199.502405188487
True,2025-08-06 14:55:00+00:00,BTC/USDT,uniswap_v3,pancakeswap,5000,33.06954192268495,0.661390838453699,7.924235098036233,16232.571947111172
True,2025-08-06 17:15:00+00:00,ETH/USDC,pancakeswap,curve,5000,11.704974789073276,0.23409949578146552,21.923013480354975,16244.276921900244
True,2025-08-06 18:15:00+00:00,AAVE/ETH,uniswap_v3,pancakeswap,5000,33.418334510211935,0.6683666902042387,5.792947207923961,16277.695256410456
True,2025-08-06 21:00:00+00:00,LINK/ETH,uniswap_v3,pancakeswap,5000,33.73813572023482,0.6747627144046965,11.93870453553959,16311.43339213069
True,2025-08-06 21:25:00+00:00,UNI/ETH,sushiswap,pancakeswap,5000,13.177860547242744,0.2635572109448549,10.6182828047143,16324.611252677932
True,2025-08-06 22:00:00+00:00,ETH/USDC,pancakeswap,curve,5000,11.426485272477294,0.22852970544954587,26.120247176888682,16336.03773795041
True,2025-08-07 00:55:00+00:00,UNI/USDT,sushiswap,pancakeswap,5000,15.665911631965173,0.3133182326393035,16.17965555959061,16351.703649582374
True,2025-08-07 05:30:00+00:00,AAVE/ETH,sushiswap,pancakeswap,5000,11.597863082120966,0.2319572616424193,5.340319941019616,16363.301512664495
True,2025-08-07 05:40:00+00:00,BTC/ETH,curve,pancakeswap,5000,16.808695520700894,0.3361739104140179,28.606559816390764,16380.110208185197
True,2025-08-07 06:15:00+00:00,AAVE/USDT,pancakeswap,sushiswap,5000,43.19888168848047,0.8639776337696093,17.28966415509681,16423.309089873677
True,2025-08-07 06:25:00+00:00,LINK/ETH,pancakeswap,uniswap_v3,5000,25.486879932575903,0.509737598651518,8.935425484085684,16448.795969806255
